Analyte,Wavelength,Mermet_ax,Wash3,2ppm_Fe_ax,20ppmFe_ax,200ppmFe_ax,700ppmFe_ax,1000ppmFe_ax,2000ppmFe_ax,10000ppmFe_ax
Cl 725.670,725.7577,19008.7,18895.9,18945.5,18962.8,18891.2,18794.9,18574.5,18593.9,18996.4
Cl 725.670,725.784,18661.5,18560.6,18592.0,18581.3,18550.6,18389.0,18209.9,18151.0,18456.9
Br 700.570,700.2884,38641.2,38474.3,38454.2,38379.6,38158.0,37032.2,36269.2,35034.1,26691.6
Br 700.570,700.3147,28640.5,28504.3,28523.2,28475.2,28361.6,27588.3,27076.0,26312.9,21650.2
Br 700.570,700.341,23680.9,23609.6,23585.3,23602.9,23504.2,22990.7,22604.6,22127.0,19504.9
Br 700.570,700.3674,21051.2,20945.5,20965.2,20970.9,20911.0,20543.8,20230.4,19977.4,18677.8
Br 700.570,700.3937,19575.3,19489.9,19504.7,19512.5,19465.9,19164.7,18906.8,18687.4,17813.2
Br 700.570,700.42,18646.2,18595.1,18593.6,18563.5,18545.0,18282.8,18040.3,17875.7,17289.5
Br 700.570,700.4463,18253.0,18152.9,18193.5,18170.4,18155.5,17928.7,17701.8,17599.2,17329.5
Br 700.570,700.4726,17781.7,17704.0,17738.2,17756.5,17719.0,17588.9,17403.6,17428.5,18025.9
Br 700.570,700.4989,17643.7,17552.5,17566.9,17577.8,17565.4,17421.1,17228.6,17217.6,17565.0
Br 700.570,700.5253,17381.2,17320.2,17318.7,17341.6,17290.7,17142.8,16969.1,16922.4,17157.7
Br 700.570,700.5516,17297.3,17195.5,17251.3,17257.8,17250.7,17169.6,17043.3,17157.1,18422.3
Br 700.570,700.5779,17068.1,17002.4,17028.3,17031.4,17040.4,16991.1,16876.2,17002.6,18449.7
Br 700.570,700.6042,16909.0,16852.6,16881.2,16889.4,16866.8,16718.0,16564.6,16564.1,17050.9
Br 700.570,700.6305,16723.8,16632.9,16660.0,16663.4,16646.8,16514.9,16351.9,16341.8,16744.0
Br 700.570,700.6568,16607.2,16521.9,16569.6,16600.9,16559.4,16463.7,16330.6,16371.2,17148.6
Br 700.570,700.6831,16505.8,16429.8,16451.2,16477.7,16558.1,16614.5,16599.8,16962.0,20083.1
Analyte 000,610.1531,77529.4,76785.5,77108.6,77114.7,76599.2,75650.0,74252.2,72701.5,61688.0
Analyte 000,610.1732,58068.8,57357.9,57618.3,57683.4,57420.6,57113.2,56260.0,55997.8,55031.9
Analyte 000,610.1934,43746.6,43207.5,43454.0,43542.4,44600.3,47558.8,48787.9,54403.4,93737.6
Analyte 000,610.2135,37064.5,36671.4,36894.3,37354.3,41463.2,52744.1,59286.4,80544.8,233285.0
Analyte 000,610.2337,33593.9,33206.5,33397.4,33812.5,37331.6,46987.8,52572.1,70906.5,202468.9
Analyte 000,610.2539,31740.7,31350.8,31496.2,31629.8,32367.1,34610.0,35584.7,39751.9,68727.3
Analyte 000,610.274,30791.1,30360.6,30561.6,30637.3,30897.5,31881.4,32090.8,33855.5,46164.5
Analyte 000,610.2942,30060.6,29717.7,29892.3,29999.2,30695.3,32796.1,33701.6,37416.4,63398.1
Analyte 000,610.3143,29602.0,29324.4,29432.7,29712.5,31900.3,37991.3,41398.0,52734.0,132496.8
Analyte 000,610.3345,29738.6,29434.5,29617.8,29808.5,31905.7,37593.8,40745.0,51427.9,127081.9
Analyte 000,610.3547,30008.2,29717.0,29867.6,29912.5,30478.4,32161.3,32853.1,35886.2,57100.8
Analyte 000,610.3748,30517.4,30186.3,30330.4,30368.5,30435.7,30906.3,30785.1,31565.7,37188.4
Analyte 000,610.395,31823.4,31469.6,31653.1,31630.3,31638.5,31780.2,31472.9,31719.4,34031.2
Analyte 000,610.4151,34783.1,34421.4,34570.0,34564.5,34528.4,34591.9,34158.8,34164.6,35132.4
Analyte 000,610.4353,41275.7,40886.6,41137.9,41096.6,40960.5,40862.9,40223.0,39888.1,38530.7
Analyte 000,610.4555,57356.7,56891.1,57231.9,57176.1,56859.2,56395.8,55359.7,54352.6,48025.2
Na 589.592,589.3713,20794.1,20677.5,20731.4,20778.6,21150.1,21898.2,22221.5,23735.5,34157.0
Na 589.592,589.3922,20838.0,20726.2,20756.4,20832.2,21152.3,21901.8,22216.6,23714.1,33892.6
Na 589.592,589.413,20769.3,20642.4,20677.3,20732.0,21099.1,21899.4,22235.1,23807.9,34516.7
Na 589.592,589.4338,20867.5,20732.6,20785.2,20829.4,21218.3,22079.3,22510.1,24214.9,35871.8
Na 589.592,589.4547,20967.3,20881.3,20922.7,20963.2,21305.0,22010.0,22326.6,23752.6,33670.8
Na 589.592,589.4755,20879.2,20782.3,20828.0,20871.9,21155.6,21773.4,22042.3,23278.5,32009.0
Na 589.592,589.4963,20939.4,20816.1,20879.6,20911.7,21257.2,22035.5,22368.5,23890.7,34188.9
Na 589.592,589.5172,20730.6,20649.1,20665.3,20695.4,20991.9,21678.6,21961.7,23320.1,32573.6
Na 589.592,589.538,20730.6,20610.0,20678.9,20710.5,21009.6,21609.0,21849.7,23092.1,31549.5
Na 589.592,589.5588,20709.8,20623.1,20679.8,20732.2,21061.6,21741.1,22060.5,23462.8,33233.8
Na 589.592,589.5797,21125.4,21151.9,21321.5,21294.7,21777.1,22742.8,22865.5,24905.0,37614.7
Na 589.592,589.6005,21554.7,21728.8,22128.5,21984.7,22818.0,24407.9,24420.2,27877.9,48435.1
Na 589.592,589.6213,20497.8,20424.1,20485.2,20539.6,20933.1,21855.9,22181.2,23992.1,36003.2
Na 589.592,589.6422,19981.5,19881.2,19918.1,19971.5,20297.6,21066.5,21383.1,22869.0,33162.8
Na 589.592,589.663,19445.3,19311.1,19358.6,19397.8,19763.5,20546.9,20900.2,22480.4,33123.2
Na 589.592,589.6839,18964.0,18842.5,18881.0,18929.8,19201.3,19890.7,20180.3,21533.6,30693.4
Na 588.995,588.7703,30208.3,30146.7,30104.0,30165.0,30347.4,30644.6,30545.5,31239.6,36692.6
Na 588.995,588.7914,37127.1,37093.0,37052.4,37098.5,37211.6,37299.0,37002.9,37410.9,40963.2
Na 588.995,588.8126,51808.7,51816.9,51723.8,51765.4,51782.4,51382.7,50583.3,50211.5,48361.3
Na 588.995,588.8338,92782.7,92952.6,92730.1,92837.3,92437.4,90828.0,88826.1,86453.5,70359.1
Na 588.995,588.855,242956.9,243741.5,243213.9,243625.0,242414.7,238505.0,233242.1,226244.2,173673.8
Na 588.995,588.8762,460218.0,459338.4,458551.3,458625.7,455317.9,444619.8,434399.2,418676.3,297690.6
Na 588.995,588.8974,293997.3,292060.8,291597.9,291101.0,288021.2,277080.8,267890.9,253834.3,160526.9
Na 588.995,588.9185,132879.5,132089.4,131906.6,131616.9,130429.9,125459.5,121270.6,115421.2,81200.2
Na 588.995,588.9397,74045.9,73676.5,73601.4,73478.9,73055.5,71116.4,69230.6,67204.8,56706.3
Na 588.995,588.9609,50823.4,50589.4,50539.5,50513.2,50399.3,49432.1,48424.9,47635.6,44199.5
Na 588.995,588.9821,40682.3,40869.0,41198.4,41067.6,41410.9,41852.7,41136.6,42949.8,54074.3
Na 588.995,589.0033,34773.2,35123.7,35610.3,35430.6,36087.8,37214.3,36714.7,39869.1,59179.0
Na 588.995,589.0245,29803.3,29735.7,29753.9,29727.0,29954.7,30251.3,30098.8,30914.3,37261.9
Na 588.995,589.0457,26911.2,26833.6,26830.5,26848.0,27062.4,27358.3,27360.9,28176.3,34628.9
Na 588.995,589.0668,24784.1,24678.4,24681.0,24673.3,24921.6,25335.2,25467.3,26393.2,33521.2
Na 588.995,589.0880000000001,23077.2,22999.7,22982.6,23013.5,23259.9,23767.3,23942.7,24995.8,32868.6
Hg 546.074,545.7557,86834.0,86503.1,86699.8,86739.7,86336.4,85187.6,83850.9,82002.1,67844.9
Hg 546.074,545.7749,96094.9,95574.7,95693.9,95815.9,95136.1,93352.6,91644.5,89053.5,68861.3
Hg 546.074,545.7942,81169.5,80548.6,80693.7,80715.9,80139.8,78259.8,76518.7,74025.8,56711.5
Hg 546.074,545.8134,62343.4,61911.3,62012.6,62064.7,61608.2,60176.1,58825.1,57122.7,45522.4
Hg 546.074,545.8326,48106.0,47779.1,47874.1,47886.7,47578.7,46609.6,45602.7,44495.1,37369.7
Hg 546.074,545.8519,40062.0,39731.6,39857.9,39866.7,39686.3,39027.9,38272.2,37644.2,33762.4
Hg 546.074,545.8711,35044.3,34814.2,34858.6,34903.6,34828.3,34317.5,33767.6,33378.9,31240.3
Hg 546.074,545.8903,32066.7,31865.2,31916.8,31965.4,31905.3,31593.3,31158.1,31024.2,30459.4
Hg 546.074,545.9096,30372.0,30199.0,30275.2,30281.5,30254.7,30054.7,29744.1,29691.2,30027.7
Hg 546.074,545.9288,29469.9,29285.6,29334.8,29348.8,29382.4,29245.2,28931.5,29062.4,30107.4
Hg 546.074,545.948,29461.2,29283.7,29343.8,29367.7,29406.2,29364.3,29093.5,29305.7,30924.1
Hg 546.074,545.9672,31173.8,31009.4,31075.0,31082.2,31150.5,31050.9,30811.4,30975.3,32085.5
Hg 546.074,545.9865,33149.4,33002.5,33053.5,33081.8,33090.9,32933.3,32687.6,32722.3,32994.7
Hg 546.074,546.0057,31670.0,31481.9,31546.8,31560.0,31580.3,31472.6,31187.5,31303.0,31976.8
Hg 546.074,546.0249,29423.3,29254.0,29290.2,29362.3,29581.5,30132.4,30262.4,31461.4,39483.9
Hg 546.074,546.0442,27526.1,27349.1,27394.9,27443.7,27755.6,28344.0,28515.2,29897.9,39122.1
Hg 546.074,546.0634,26745.2,26582.3,26645.9,26685.5,26742.7,26808.1,26677.0,27046.7,29892.6
Hg 546.074,546.0826,25996.0,25874.4,25921.1,25942.5,26061.2,26255.3,26221.6,26842.0,31658.1
Hg 546.074,546.1019,25699.6,25522.4,25571.9,25596.2,25681.3,25758.5,25649.9,26077.4,29198.3
Hg 546.074,546.1211,25112.6,24954.9,25024.6,25072.7,25169.4,25326.8,25257.1,25795.8,29519.3
Hg 546.074,546.1403,24548.3,24425.3,24470.0,24524.9,24785.1,25448.1,25700.6,27098.6,36915.0
Hg 546.074,546.1595,24050.2,23901.0,23957.5,24060.2,24537.1,25851.9,26444.4,29088.1,47697.6
Hg 546.074,546.1788,23450.6,23318.3,23379.3,23391.7,23557.9,23916.2,23960.1,24816.5,30627.9
Hg 546.074,546.198,22818.3,22675.8,22725.2,22741.4,22893.9,23108.8,23093.8,23769.1,28229.7
Hg 546.074,546.2172,21990.5,21857.8,21915.9,21930.5,22079.9,22477.3,22527.6,23355.8,29002.5
Hg 546.074,546.2365,21444.5,21270.2,21338.6,21373.9,21596.3,22135.2,22300.7,23470.3,31127.0
Hg 546.074,546.2557,20829.9,20681.7,20737.1,20776.0,21233.6,22420.6,22979.0,25315.5,40379.5
Hg 546.074,546.2749,20254.3,20152.9,20182.9,20410.2,22396.6,27696.8,30652.7,40344.5,104723.1
Sr 460.733,460.5849,23707.4,23434.8,23560.2,23585.1,23543.2,23571.3,23308.5,23334.6,23621.6
Sr 460.733,460.5994,23720.5,23482.7,23618.5,23614.5,23499.8,23339.6,22959.9,22632.5,20732.1
Sr 460.733,460.6138,23570.6,23303.9,23417.9,23416.2,23281.1,23059.1,22642.5,22215.8,19629.8
Sr 460.733,460.6283,23739.1,23470.2,23596.8,23572.7,23453.0,23210.7,22787.4,22290.2,19412.5
Sr 460.733,460.6427,23646.5,23402.2,23515.5,23509.4,23374.7,23149.0,22685.6,22243.3,19440.4
Sr 460.733,460.6572,23592.9,23351.5,23441.6,23448.3,23314.8,23103.0,22636.9,22152.0,19358.8
Sr 460.733,460.6716,23497.2,23241.2,23361.3,23376.0,23191.4,22968.6,22555.0,22064.4,19200.3
Sr 460.733,460.6861,23624.0,23373.8,23481.1,23494.4,23332.4,23094.5,22674.1,22171.1,19232.1
Sr 460.733,460.7005,23463.8,23252.1,23343.0,23354.9,23211.2,22970.3,22517.7,22066.5,19293.7
Sr 460.733,460.715,23406.9,23173.8,23295.6,23294.8,23184.0,22990.6,22607.4,22201.1,20198.3
Sr 460.733,460.7294,23336.5,23065.0,23228.0,23211.7,23119.0,22905.3,22517.5,22094.6,19866.3
Sr 460.733,460.7439,23321.4,23040.0,23235.1,23216.9,23167.8,23075.9,22767.3,22614.5,22181.5
Sr 460.733,460.7583,23286.8,23011.0,23134.3,23295.4,24469.2,27925.3,29815.4,36289.5,86043.7
Sr 460.733,460.7728,23209.4,22967.8,23134.6,23473.1,26719.6,35610.5,41016.7,58489.5,192782.5
Sr 460.733,460.7872,23109.6,22872.7,22985.6,22993.9,23097.2,23398.1,23334.4,23943.5,28916.2
Sr 460.733,460.8017,23109.6,22887.7,23006.2,22986.6,22861.3,22732.1,22365.1,22035.3,20428.8
Li 460.286,460.1367,24611.9,24337.3,24488.0,24483.1,24394.7,24320.4,23950.9,24698.5,23921.4
Li 460.286,460.1513,24330.3,24075.4,24203.1,24175.0,24069.4,23908.3,23530.4,24066.9,22357.8
Li 460.286,460.1658,24275.9,24035.6,24148.9,24123.7,23981.3,23743.6,23305.0,23681.0,21105.5
Li 460.286,460.1804,24145.3,23890.8,24017.1,24017.5,23851.1,23621.5,23178.4,23767.6,21518.9
Li 460.286,460.1949,24051.8,23786.2,23925.2,23959.3,24229.6,25229.5,25576.8,28471.9,46627.6
Li 460.286,460.2094,24084.0,23799.2,23972.1,24020.5,24722.1,26942.0,28086.6,33384.5,72376.2
Li 460.286,460.224,24164.0,23891.6,23998.0,24008.4,23931.9,23722.9,23345.6,24055.2,22907.3
Li 460.286,460.2385,24128.1,23863.7,24016.9,24002.0,23879.6,23668.5,23249.8,23895.8,21996.2
Li 460.286,460.25300000000004,24004.0,23771.2,23870.6,23858.7,23714.8,23557.1,23154.9,23959.8,22460.9
Li 460.286,460.2676,24100.2,23827.1,23951.5,23945.6,23854.4,23779.3,23448.3,24410.1,24767.2
Li 460.286,460.2821,24071.4,23801.5,23939.6,24012.0,24493.3,26133.7,26967.6,31206.2,60671.1
Li 460.286,460.2966,24026.6,23724.8,23986.6,25131.8,36734.0,71354.6,94438.8,159828.5,766564.1
Li 460.286,460.3112,23991.7,23715.6,23863.9,24131.4,26660.3,34164.2,38988.5,55058.1,193741.0
Li 460.286,460.3257,23940.1,23683.7,23778.2,23805.2,23794.7,23920.8,23695.3,25055.9,28840.7
Li 460.286,460.3402,24001.5,23782.7,23861.8,23870.1,23850.9,23927.9,23681.7,24926.1,27405.5
Li 460.286,460.3548,23819.2,23560.8,23666.8,23683.0,23554.3,23354.1,22974.1,23752.6,22152.1
Ce 456.236,456.0718,19707.1,19306.7,19334.4,19357.6,19266.9,18950.0,18595.0,18219.6,16010.8
Ce 456.236,456.0875,19797.0,19381.5,19445.3,19464.6,19572.4,19809.2,19760.0,20324.1,24506.8
Ce 456.236,456.1032,19887.6,19496.3,19554.2,19550.0,19516.3,19347.6,19085.0,18988.4,18361.2
Ce 456.236,456.119,20178.9,19752.2,19795.9,19809.7,19746.2,19480.0,19168.0,18939.4,17520.8
Ce 456.236,456.1347,20229.4,19822.5,19867.7,19883.7,19971.1,20179.5,20158.2,20695.7,24928.8
Ce 456.236,456.1504,20116.8,19740.9,19784.0,19816.0,20111.1,20772.1,21032.5,22443.9,32481.9
Ce 456.236,456.1661,20338.3,19988.5,20018.1,20021.4,19978.3,19777.1,19504.1,19350.0,18346.6
Ce 456.236,456.1819,20431.2,20050.2,20082.7,20114.6,20024.9,19776.5,19446.6,19157.8,17498.3
Ce 456.236,456.1976,20476.4,20128.4,20178.5,20161.7,20047.5,19710.6,19306.9,18833.0,15908.0
Ce 456.236,456.2133,20657.5,20317.3,20358.5,20356.1,20217.6,19838.6,19439.4,18938.4,15843.0
Ce 456.236,456.22900000000004,20614.5,20273.8,20339.6,20330.9,20216.1,19853.2,19459.5,19000.2,16119.8
Ce 456.236,456.2448,20761.3,20353.4,20402.9,20422.7,20290.0,19956.4,19543.7,19091.1,16339.4
Ce 456.236,456.2605,20683.7,20289.8,20316.9,20321.8,20221.6,19851.5,19467.2,19013.8,16228.8
Ce 456.236,456.2762,20695.9,20338.0,20392.7,20413.0,20245.9,19899.7,19501.5,19002.1,15958.6
Ce 456.236,456.2919,20754.6,20405.3,20437.4,20442.6,20314.3,19939.7,19516.1,18998.1,15795.1
Ce 456.236,456.3077,20759.1,20394.8,20462.2,20467.2,20317.9,19950.5,19542.1,19022.3,15861.1
Ba 455.403,455.204,21780.9,13975.6,14008.5,14024.9,14000.0,13866.3,13679.0,13585.4,14302.7
Ba 455.403,455.22,22476.1,14557.0,14579.8,14607.5,14660.6,14725.3,14663.7,14924.4,18251.1
Ba 455.403,455.2361,23617.5,15040.1,15060.1,15103.9,15077.4,14965.8,14790.5,14778.3,15961.4
Ba 455.403,455.2521,24976.9,15494.9,15566.6,15613.7,16287.3,17951.5,18876.2,22182.7,48136.6
Ba 455.403,455.2681,26682.8,16044.6,16070.3,16109.6,16248.3,16553.4,16663.7,17491.5,25354.2
Ba 455.403,455.2841,29597.6,16519.2,16559.9,16555.2,16462.8,16176.9,15866.4,15492.3,14632.4
Ba 455.403,455.3002,30996.1,16901.7,16923.9,16932.2,16847.1,16525.0,16180.4,15781.5,14606.6
Ba 455.403,455.3162,33731.3,17152.0,17198.3,17203.6,17114.8,16801.3,16462.3,16031.7,14762.7
Ba 455.403,455.3322,38351.5,17574.8,17603.4,17615.2,17503.3,17164.4,16825.6,16377.7,14982.5
Ba 455.403,455.3482,48326.1,17627.5,17659.4,17674.9,17549.2,17224.1,16882.4,16449.1,15217.7
Ba 455.403,455.3643,71728.7,17843.7,17877.9,17882.2,17764.5,17405.3,17074.5,16620.5,15170.4
Ba 455.403,455.3803,181028.9,18115.0,18155.4,18142.6,18038.0,17682.2,17319.1,16854.3,15380.6
Ba 455.403,455.3963,6463069.8,18802.7,19754.3,18772.0,18865.0,18411.1,18229.1,17977.2,17102.3
Ba 455.403,455.4123,7985674.0,19151.3,20235.3,19072.4,19206.4,18743.3,18584.9,18415.3,17789.3
Ba 455.403,455.4284,290240.9,18771.2,18851.5,18827.7,18724.4,18400.6,18058.6,17684.9,16627.3
Ba 455.403,455.4444,107966.7,19003.3,19059.0,19067.9,19081.3,19129.1,19024.3,19298.2,23620.3
Ba 455.403,455.4604,56261.4,18921.9,18971.7,18971.9,18927.4,18707.1,18437.4,18217.1,18683.5
Ba 455.403,455.4764,44209.3,19102.1,19150.2,19161.7,19043.0,18732.7,18378.2,17995.4,16805.0
Ba 455.403,455.4925,37973.8,19153.5,19198.4,19190.6,19085.2,18755.6,18396.9,17963.0,16672.6
Ba 455.403,455.5085,34950.2,19050.5,19101.7,19105.9,18984.7,18636.5,18311.7,17881.4,16623.6
Ba 455.403,455.5245,32675.6,19093.8,19143.2,19133.4,19023.2,18705.4,18353.9,17956.4,16699.3
Ba 455.403,455.5405,31115.5,19031.7,19068.7,19080.7,18989.2,18682.2,18357.4,17971.2,17140.3
Ba 455.403,455.5566,30352.7,19064.4,19109.5,19101.8,19040.9,18818.5,18531.7,18285.7,18251.2
Ba 455.403,455.5726,29107.5,18909.2,18933.0,18972.3,19186.2,19633.7,19786.3,20812.1,28709.5
Ba 455.403,455.5886,29120.4,18914.3,19010.6,19645.7,25767.0,42481.4,52510.0,84372.8,280290.7
Ba 455.403,455.6046,28892.5,18869.0,18956.3,19422.3,23940.1,36059.1,43314.6,66500.0,221263.7
Ba 455.403,455.6207,27956.4,18805.6,18934.5,19567.2,25631.4,41882.6,51948.8,83717.0,304260.6
Ba 455.403,455.6367,28368.0,18650.3,18714.9,18746.5,19036.9,19723.7,19998.0,21557.4,33635.3
In 451.131,450.9864,24388.7,24229.1,24276.0,24261.0,24611.1,25615.5,25877.8,27567.9,39839.9
In 451.131,451.0006,24502.4,24310.8,24392.9,24372.7,24346.6,24303.6,23986.1,23854.4,22262.7
In 451.131,451.0148,25278.9,25094.5,25163.2,25129.7,25003.8,24799.4,24362.9,23884.3,20294.0
In 451.131,451.029,27256.6,27056.9,27082.0,27067.4,26961.5,26670.5,26157.8,25544.2,20948.2
In 451.131,451.0432,31541.7,31373.6,31424.9,31419.1,31245.5,30794.8,30126.3,29316.5,23265.3
In 451.131,451.0574,49144.3,49070.0,49133.1,49144.8,48834.1,48057.9,46732.1,45023.0,33586.3
In 451.131,451.0716,264401.9,265079.5,265046.2,265495.3,263560.0,258249.4,250536.0,238938.0,169267.3
In 451.131,451.0858,350396.1,346174.0,346705.0,345780.0,341745.8,331910.3,322169.5,307059.5,216646.1
In 451.131,451.1,70372.0,69270.9,69464.1,69239.7,68534.0,66865.6,65116.9,62517.1,46138.6
In 451.131,451.1142,36475.3,36103.2,36186.2,36129.2,35867.7,35383.5,34633.9,33670.4,27107.4
In 451.131,451.1284,29372.9,29118.5,29183.5,29170.7,28994.3,28609.8,28029.7,27295.2,21734.3
In 451.131,451.1426,26740.9,26514.2,26569.2,26545.5,26419.4,26066.5,25568.0,24898.7,20024.8
In 451.131,451.1568,25400.7,25180.6,25224.4,25198.6,25070.8,24767.0,24276.6,23722.8,19104.5
In 451.131,451.1711,24889.1,24671.6,24734.1,24718.9,24594.3,24317.8,23828.8,23269.6,18665.3
In 451.131,451.1853,24544.7,24372.3,24419.3,24374.5,24272.2,23979.9,23538.6,23008.1,18703.7
In 451.131,451.1995,24369.8,24163.2,24228.4,24190.9,24114.4,23877.9,23425.0,22976.5,18959.3
Nd 430.358,430.2072,21355.1,21163.2,21229.8,21300.0,21640.8,22681.5,23096.6,25087.0,40641.2
Nd 430.358,430.2218,21519.1,21298.0,21403.1,21651.0,23780.7,29593.1,33011.5,44357.6,131054.4
Nd 430.358,430.2363,21503.4,21244.8,21319.4,21361.7,21355.4,21390.1,21203.4,21452.9,23919.8
Nd 430.358,430.2508,22250.8,21479.4,21831.3,21917.2,21804.5,21719.9,21462.2,21576.4,22750.9
Nd 430.358,430.2654,21772.7,21400.4,21533.2,21576.4,21493.2,21386.3,21101.1,21056.3,21281.5
Nd 430.358,430.2799,21584.4,21354.4,21468.5,21462.4,21410.1,21262.4,20960.7,20848.7,20631.0
Nd 430.358,430.2945,21583.1,21361.8,21459.2,21495.3,21529.7,21638.1,21470.0,21844.4,24601.8
Nd 430.358,430.309,21697.3,21492.3,21610.6,21936.6,25126.7,33796.4,38651.3,54477.3,154186.2
Nd 430.358,430.3235,21769.9,21552.7,21692.8,22232.6,27365.4,41142.7,49309.5,75375.7,240634.9
Nd 430.358,430.3381,21632.5,21399.8,21495.6,21508.5,21545.9,21747.8,21611.2,22054.1,25129.5
Nd 430.358,430.3526,21820.6,21618.4,21704.6,21756.6,21689.1,21624.5,21328.6,21319.8,21708.9
Nd 430.358,430.3671,21861.8,21637.1,21713.8,21738.8,21647.5,21535.1,21221.2,21089.7,20823.5
Nd 430.358,430.3817,21869.6,21694.6,21725.8,21752.9,21670.6,21545.4,21231.2,21078.5,20745.6
Nd 430.358,430.3962,21857.5,21662.7,21695.0,21723.7,21692.0,21595.3,21325.3,21270.7,21693.8
Nd 430.358,430.4107,21956.0,21736.2,21846.8,21829.9,21813.1,21820.2,21586.2,21721.2,23268.4
Nd 430.358,430.4253,21994.9,21781.9,21848.5,21876.9,21866.4,21924.0,21741.5,21922.4,24060.0
Sm 428.079,427.9506,9748.9,9677.0,9720.3,9751.5,9967.6,10626.5,10914.9,12099.6,20818.0
Sm 428.079,427.9633,9434.8,9357.3,9398.9,9404.4,9536.6,9916.6,10044.8,10783.6,16123.0
Sm 428.079,427.9761,9194.7,9130.9,9174.7,9158.2,9155.7,9169.7,9108.1,9129.0,9684.3
Sm 428.079,427.9888,9486.8,9386.9,9421.5,9455.4,9621.1,10071.7,10286.9,11214.4,18689.1
Sm 428.079,428.0016,9211.3,9143.0,9190.9,9192.3,9268.1,9480.1,9544.0,9995.6,13798.5
Sm 428.079,428.0143,9193.5,9096.0,9148.9,9154.8,9138.0,9101.9,8981.6,8956.9,8866.8
Sm 428.079,428.0271,8973.6,8880.6,8921.1,8931.5,8889.7,8865.9,8742.7,8698.8,8485.7
Sm 428.079,428.0399,9288.2,9200.2,9245.1,9244.5,9246.6,9234.9,9145.6,9136.0,9372.0
Sm 428.079,428.0526,9125.4,9039.6,9077.8,9092.4,9160.5,9426.8,9474.0,9937.5,13693.3
Sm 428.079,428.0654,9003.2,8954.2,8985.2,8982.9,9027.2,9199.8,9215.4,9530.5,12259.0
Sm 428.079,428.0781,9085.8,8993.4,9045.3,9038.6,9003.6,8998.0,8904.6,8878.9,8959.2
Sm 428.079,428.0909,8806.8,8729.6,8765.9,8750.7,8740.4,8695.1,8581.9,8517.8,8304.2
Sm 428.079,428.1036,8736.3,8670.5,8704.2,8705.6,8683.9,8642.1,8524.6,8459.0,8259.3
Sm 428.079,428.1164,8812.4,8724.7,8766.4,8758.2,8743.5,8725.0,8611.3,8578.3,8566.6
Sm 428.079,428.1291,8783.1,8680.8,8720.8,8725.4,8704.6,8676.2,8601.9,8570.6,8767.7
Sm 428.079,428.1419,8689.9,8627.0,8654.3,8671.8,8675.5,8740.8,8702.2,8834.8,10243.1
Sc 424.683,424.5446,21978.8,21756.3,21895.2,22171.9,24851.0,32824.1,36989.9,50124.7,150521.4
Sc 424.683,424.5581,21764.3,21545.6,21654.1,21688.8,21737.4,23159.5,23076.8,23569.9,28018.9
Sc 424.683,424.5716,21636.0,21436.1,21524.9,21544.1,21512.4,22686.0,22414.1,22491.4,23408.1
Sc 424.683,424.5851,21710.3,21503.4,21605.5,21635.8,21629.7,22909.6,22731.7,22995.3,25256.5
Sc 424.683,424.5986,21739.9,21537.8,21647.9,21726.9,22208.4,24877.3,25477.9,28012.9,46889.8
Sc 424.683,424.6121,21668.8,21451.4,21628.4,21954.5,25254.6,34844.9,39929.4,55729.9,171320.3
Sc 424.683,424.6257,21509.6,21291.6,21420.3,21447.8,21901.1,24230.2,24755.7,26982.6,44025.6
Sc 424.683,424.6392,21234.8,21001.6,21094.0,21136.2,21087.6,22330.6,22104.7,22141.6,23102.4
Sc 424.683,424.6527,21476.1,21293.9,21377.4,21369.5,21341.5,22512.6,22263.4,22256.4,22811.3
Sc 424.683,424.6662,21577.6,21352.9,21472.5,21449.2,21432.5,22618.5,22351.8,22371.1,23129.0
Sc 424.683,424.6797,21299.0,21083.7,21201.8,21206.8,21196.6,22415.5,22203.3,22377.6,24177.3
Sc 424.683,424.6932,21363.2,21182.0,21279.5,21276.0,21350.9,22696.6,22574.0,23007.1,26660.6
Sc 424.683,424.7068,21245.4,21055.3,21134.1,21195.9,21357.2,22889.6,22971.5,23848.0,31077.6
Sc 424.683,424.7203,20934.8,20717.1,20810.9,20867.3,21417.2,23781.5,24466.6,27123.4,46691.0
Sc 424.683,424.7338,21422.8,21206.2,21383.7,21985.6,27749.8,43617.5,52668.8,80311.5,284870.0
Sc 424.683,424.7473,21249.1,20994.0,21497.6,24941.2,59412.7,145156.5,199779.9,363107.7,1637938.8
U 424.167,424.0268,22604.4,22376.1,22475.7,22509.9,22700.5,23382.8,23518.3,24725.9,33885.2
U 424.167,424.0404,21959.6,21735.0,21870.2,22094.2,24276.3,30246.8,33595.6,44813.3,125964.8
U 424.167,424.0541,22188.0,21975.8,22077.5,22132.2,22427.1,23330.4,23677.8,25451.8,38379.4
U 424.167,424.0677,22412.4,22193.5,22268.8,22306.9,22471.3,23023.5,23075.9,24124.0,31998.4
U 424.167,424.0814,22100.1,21886.2,21985.0,22014.9,22108.1,22494.2,22480.4,23186.5,29080.9
U 424.167,424.0951,22107.6,21924.6,21990.0,22017.0,21974.8,21956.2,21677.7,21636.2,21843.4
U 424.167,424.1087,22155.4,21902.6,22041.0,22038.8,22214.8,22752.9,22808.7,23842.7,32344.9
U 424.167,424.1224,22098.9,21893.1,21991.7,22030.8,22164.8,22591.7,22655.0,23606.9,31587.9
